Row_ID;Sex;How satisfied are you with the amount of space allocated to you and your family in the camp?;How satisfied are you with the level of hygiene and sanitation in the camp?;Do you think there are enough healthcare facilities for Rohingya (like aid station, health centre, hospital)?;How satisfied are you with the quality of healthcare you and your family are receiving in the camp?;How satisfied are you with the level of psychological support you and your family are receiving in the camp?;How satisfied are you with the level of social support you and your family receive from neighbours and friends?;Do you think you are able to exercise your religion freely in the camp?;How satisfied are you with the number of religious facilities (like madrasas, mosques) in the camp?;Do you think there are enough educational opportunities for Rohingya children below the age of 12 in the camp?;Do you think there are enough educational opportunities for Rohingya adolescents (between 12 and 18 years old) in the camp?;Do you think there are enough educational opportunities for Rohingya adults (older than 18 years old) in the camp?;How satisfied are you with the quality of education you and your family are receiving in the camp?;How satisfied are you with the number of job opportunities available to Rohingya adults in the camp?;How satisfied are you with the income your family makes in the camp?;How satisfied are you with the overall help you and your family have been receiving from NGOs?;How do you mostly hear about the news?;Who do you consider the most important person in your camp?;Other than family, who do you go to when you have a problem?;Do you have enough good friends in the camp?;Do you consider any Bangladeshis as your friends?;Do you believe Rohingya and Bangladeshis can be good friends?;Do you think that there are Rohingya families who have married their daughter off to Bangladeshi boys/men?;Do you personally know any Rohingya family who has married their daughter off to a Bangladeshi boy/man?;How much do you trust the police/military/guards of camps in Bangladesh?;How much do you trust the NGOs in the camp?;How much do you trust the Majhis?;How much do you trust the Imam (religious leader)?;How often do you talk with Rohingya people outside Bangladesh and Myanmar?;In what countries are they now?;How often do you talk with others (non-Rohingya people) outside Bangladesh and Myanmar?;In what countries are they now?;Do you often feel stressed or overwhelmed by your situation?;Do you prefer talking about your problems with others or trying to forget what you are going through?;Do you prefer solving your problems alone or by asking others for their help?;Does talking about your every day problems with others make you feel better?;How comfortable do you feel talking about your problems with NGO workers?;Do you think the situation in the camp is better now or 6 months ago?;Do you smoke cigarettes?;How many cigarettes a day on average?;Did you also smoke before coming to Bangladesh?;Do you chew betel nuts?;How many betel nuts a day on average?;Did you also chew before coming to Bangladesh?;Do you think that there are Rohingya in the camp who use medicine or drink syrup often without needing it?;Have you  ever seen any Rohingya in the camp use medicine or syrup often without needing it?;Do you think that there are Rohingya in the camp who use illegal substances (like alcohol or drugs)?;Have you ever seen any Rohingya in the camp use illegal substances (like alcohol or drugs)?;Do you think that there are Rohingya in the camp who are involved in illegal activities (like selling/transporting drinks or yaba)?;How often do you hear people talking about violent groups in the camp?;How do you think violence in the camp has changed over time?;Do you think that sexual harassment in the camp happens often?;Where does sexual harassment happen the most?;How afraid are you to leave your child unattended in the camp after it gets dark?;Do you think that there are Rohingya families whose child has gone missing since they moved to Bangladesh?;Do you personally know any Rohingya families whose child has gone missing since they moved to this camp?;To what extent do you feel at home in the camp in Bangladesh now?;Do you know that the Bangladesh government plans on moving Rohingya to Bhasan Char?;Are you willing to go?;Do you think that the government of Myanmar will recognize the rights of Rohingya in the next two years?;If the Myanmar government recognizes the rights of Rohingya in the next two years, will you return to Myanmar?;Do you think that repatriation to Myanmar will happen in the next two years?;Do you personally know any Rohingya who left Bangladesh in the last six months?;Where did they go?;Have you thought about leaving to go to another country other than Myanmar and Bangladesh?;How scared are you to leave for another country?;Where do you think you will be in six months from now?;If you could choose any country in the world, other than Myanmar, where would you go?;Where do you think the majority of Rohingya would choose to go if they could choose freely (apart from Myanmar)?;How do you feel about the future?
11643;Female;Unsatisfied;Satisfied;Yes;Satisfied;Satisfied;Neither satisfied nor unsatisfied;Yes;Very satisfied;Yes;No;No;Satisfied;Unsatisfied;Very unsatisfied;Satisfied;Social media (e.g. Facebook, Twitter, Instagram);CIC;Block Majhi;Yes;No;No;No;;A lot of trust;A lot of trust;Quite a bit of trust;A lot of trust;Never;;Never;;Yes;trying to forget;I ask for help;Yes;Comfortable enough;same-nothing has changed;No;;;Yes;6;Yes;I don't want to answer;;I don't want to answer;;I don't want to answer;Never;Same;I don't want to answer;;Very afraid;Yes;No;Very little;Yes;Yes;No;Yes;No;No;;No;very scared;Here, in the camp;Canada;Canada;very positive
11644;Female;Unsatisfied;Unsatisfied;Yes;Unsatisfied;Unsatisfied;Satisfied;Yes;Very satisfied;Yes;No;No;Satisfied;Unsatisfied;Unsatisfied;Unsatisfied;Friends and neighbours;CIC;Block Majhi;Yes;Yes;Yes;No;;A lot of trust;A lot of trust;Little trust;A lot of trust;Once a month;India;Never;;Yes;talking;I ask for help;Yes;Comfortable enough;six months ago;No;;;Yes;4;Yes;I don't want to answer;;I don't want to answer;;Yes;A few times a month;Increased;Yes;In the streets;Afraid;Yes;No;Very little;Yes;No;No;Yes;No;No;;No;very scared;Here, in the camp;UK;Canada;very positive
11645;Female;Unsatisfied;Satisfied;No;Very unsatisfied;Unsatisfied;Satisfied;Yes;Very satisfied;Yes;No;No;Satisfied;Unsatisfied;Very unsatisfied;Unsatisfied;Friends and neighbours;CIC;Block Majhi;Yes;Yes;Yes;Yes;No;Quite a bit of trust;Little trust;Little trust;A lot of trust;Three times a month;Malaysia;Never;;Yes;trying to forget;I ask for help;Yes;Comfortable enough;same-nothing has changed;No;;;No;;;I don't want to answer;;I don't want to answer;;I don't want to answer;A few times a year;Same;I don't want to answer;;Very afraid;Yes;No;Very little;Yes;No;No;Yes;No;No;;No;very scared;Here, in the camp;Australia;Australia;positive
11646;Male;Unsatisfied;Unsatisfied;No;Satisfied;Unsatisfied;Satisfied;Yes;Satisfied;Yes;No;No;Unsatisfied;Unsatisfied;Unsatisfied;Satisfied;Friends and neighbours;Block Mahji;Block Majhi;Yes;Yes;Yes;No;;Little trust;Quite a bit of trust;Little trust;A lot of trust;Never;;Never;;Yes;trying to forget;I ask for help;Yes;Comfortable enough;same-nothing has changed;No;;;Yes;20;Yes;No;;N/A;;N/A;A few times a month;Same;I don't want to answer;;Very afraid;No;;Very little;Yes;N/A;No;Yes;No;No;;No;very scared;Can't imagine/I am not sure where I will be;Saudi Arabia;Canada, Saudi Arabia;positive
11651;Male;Unsatisfied;Unsatisfied;No;Unsatisfied;Unsatisfied;Satisfied;Yes;Satisfied;Yes;No;No;Unsatisfied;Unsatisfied;Unsatisfied;Satisfied;Social media (e.g. Facebook, Twitter, Instagram);Block Mahji;Block Majhi;No;Yes;Yes;No;;Little trust;Quite a bit of trust;Little trust;A lot of trust;Once a week;Australia, Saudi Arabia;Never;;Yes;trying to forget;I ask for help;Yes;Comfortable enough;same-nothing has changed;Yes;20;Yes;Yes;15;Yes;No;;No;;N/A;A few times a week;Increased;I don't want to answer;;Very afraid;No;;Very little;Yes;N/A;Yes;Yes;Yes;No;;No;very scared;Can't imagine/I am not sure where I will be;USA;Australia, USA;positive
11656;Male;Very unsatisfied;Unsatisfied;No;Satisfied;Very unsatisfied;Satisfied;Yes;Satisfied;Yes;No;No;Unsatisfied;Very unsatisfied;Very unsatisfied;Satisfied;Friends and neighbours;Block Mahji;Block Majhi;No;Yes;Yes;No;;Little trust;Quite a bit of trust;Little trust;A lot of trust;Once a month;Malaysia;Never;;Yes;trying to forget;I ask for help;Yes;Comfortable enough;same-nothing has changed;Yes;10;Yes;Yes;10;Yes;No;;N/A;;N/A;A few times a month;Same;I don't want to answer;;Very afraid;No;;To a great extent;Yes;N/A;Yes;Yes;No;No;;No;very scared;Can't imagine/I am not sure where I will be;Turkey;Any Islamic country, Saudi Arabia, Turkey;positive
11660;Male;Very unsatisfied;Unsatisfied;No;Unsatisfied;Very unsatisfied;Satisfied;Yes;Satisfied;Yes;No;No;Unsatisfied;Very unsatisfied;Very unsatisfied;Satisfied;Friends and neighbours;Block Mahji;Block Majhi;No;Yes;Yes;No;;Little trust;Quite a bit of trust;Little trust;A lot of trust;Never;;Never;;Yes;trying to forget;I ask for help;Yes;Comfortable enough;same-nothing has changed;Yes;10;Yes;Yes;20;Yes;No;;N/A;;N/A;A few times a month;Increased;I don't want to answer;;Very afraid;No;;Very little;Yes;N/A;Yes;Yes;Yes;No;;No;very scared;Can't imagine/I am not sure where I will be;Australia;Australia, USA;positive
11661;Male;Very unsatisfied;Unsatisfied;No;Unsatisfied;Very unsatisfied;Satisfied;Yes;Satisfied;Yes;No;No;Unsatisfied;Satisfied;Satisfied;Satisfied;Social media (e.g. Facebook, Twitter, Instagram);Block Mahji;Head Majhi;Yes;Yes;Yes;No;;Little trust;Quite a bit of trust;Little trust;A lot of trust;More than once a week;Malaysia;Every few months;Netherlands;Yes;trying to forget;I ask for help;Yes;Comfortable enough;same-nothing has changed;Yes;20;No;No;;;No;;No;;No;A few times a month;Increased;No;;Very afraid;No;;Very little;Yes;No;No;Yes;Yes;No;;Yes;not scared;Here, in the camp;Turkey;USA;positive
11662;Male;Very unsatisfied;Satisfied;No;Satisfied;Very unsatisfied;Satisfied;Yes;Satisfied;Yes;No;No;Unsatisfied;Satisfied;Satisfied;Satisfied;Social media (e.g. Facebook, Twitter, Instagram);Block Mahji;Head Majhi;Yes;Yes;Yes;No;;Little trust;Quite a bit of trust;Little trust;A lot of trust;More than once a week;Saudi Arabia;Never;;Yes;trying to forget;I ask for help;Yes;Comfortable enough;same-nothing has changed;Yes;20;Yes;Yes;10;Yes;I don't want to answer;;I don't want to answer;;I don't want to answer;A few times a week;Increased;I don't want to answer;;Very afraid;No;;Very little;Yes;No;Yes;Yes;Yes;No;;No;very scared;Here, in the camp;USA;Australia, Turkey, USA;positive
11663;Male;Very unsatisfied;Satisfied;Yes;Satisfied;Very unsatisfied;Satisfied;Yes;Satisfied;Yes;No;No;Unsatisfied;Unsatisfied;Unsatisfied;Satisfied;Social media (e.g. Facebook, Twitter, Instagram);Block Mahji;Block Majhi;Yes;Yes;Yes;No;;Little trust;Quite a bit of trust;Little trust;A lot of trust;More than once a week;Malaysia;Never;;Yes;trying to forget;I ask for help;Yes;Comfortable enough;same-nothing has changed;No;;;Yes;20;Yes;No;;I don't want to answer;;I don't want to answer;A few times a week;Increased;I don't want to answer;;Very afraid;No;;Very little;Yes;No;Yes;Yes;Yes;No;;No;very scared;Here, in the camp ;USA;USA;positive
11664;Male;Very unsatisfied;Satisfied;Yes;Unsatisfied;Very unsatisfied;Satisfied;Yes;Satisfied;Yes;No;No;Unsatisfied;Satisfied;Satisfied;Satisfied;Friends and neighbours;Block Mahji;Head Majhi;Yes;Yes;Yes;No;;Little trust;Quite a bit of trust;Little trust;A lot of trust;More than once a week;Saudi Arabia;Never;;Yes;trying to forget;I ask for help;Yes;Comfortable enough;same-nothing has changed;No;;;Yes;15;Yes;No;;I don't want to answer;;I don't want to answer;A few times a week;Increased;I don't want to answer;;Very afraid;No;;Very little;Yes;No;Yes;Yes;Yes;No;;No;very scared;Myanmar/Motherland;Switzerland;Turkey;positive
11665;Male;Very unsatisfied;Unsatisfied;Yes;Unsatisfied;Very unsatisfied;Satisfied;Yes;Satisfied;Yes;No;No;Unsatisfied;Unsatisfied;Unsatisfied;Satisfied;Social media (e.g. Facebook, Twitter, Instagram);Block Mahji;Head Majhi;Yes;Yes;Yes;No;;Little trust;Quite a bit of trust;Little trust;A lot of trust;More than once a week;Saudi Arabia;Never;;Yes;trying to forget;I ask for help;Yes;Comfortable enough;same-nothing has changed;No;;;Yes;5;Yes;No;;I don't want to answer;;No;A few times a month;Increased;No;;I don't have children - does not apply;No;;Somewhat;Yes;No;Yes;Yes;Yes;No;;No;very scared;Here, in the camp ;USA;Turkey, USA;positive
11666;Male;Very unsatisfied;Satisfied;Yes;Satisfied;Very unsatisfied;Satisfied;Yes;Satisfied;Yes;No;No;Unsatisfied;Very unsatisfied;Unsatisfied;Satisfied;Social media (e.g. Facebook, Twitter, Instagram);Block Mahji;Head of Manhood, CIC;Yes;Yes;Yes;No;;Little trust;Quite a bit of trust;Little trust;A lot of trust;More than once a week;Saudi Arabia;Never;;Yes;trying to forget;I ask for help;Yes;Comfortable enough;same-nothing has changed;Yes;5;No;Yes;20;Yes;No;;I don't want to answer;;I don't want to answer;A few times a week;Increased;I don't want to answer;;Very afraid;No;;Very little;Yes;No;Yes;Yes;Yes;No;;No;very scared;Here, in the camp;Turkey;Saudi Arabia, Turkey;positive
11667;Female;Very unsatisfied;Satisfied;Yes;Unsatisfied;Satisfied;Satisfied;Yes;Satisfied;Yes;No;No;Unsatisfied;Very unsatisfied;Very unsatisfied;Satisfied;Friends and neighbours;Block Mahji;Block Majhi;Yes;Yes;Yes;No;;Little trust;Quite a bit of trust;Little trust;A lot of trust;More than once a week;Saudi Arabia;Never;;Yes;trying to forget;I ask for help;Yes;Comfortable enough;same-nothing has changed;No;;;Yes;10;Yes;No;;I don't want to answer;;I don't want to answer;A few times a week;Increased;I don't want to answer;;I don't have children - does not apply;No;;Very little;Yes;No;Yes;Yes;Yes;No;;No;very scared;Here, in the camp;Saudi Arabia, Turkey;USA;positive
11668;Male;Very unsatisfied;Satisfied;Yes;Unsatisfied;Very unsatisfied;Satisfied;Yes;Satisfied;Yes;No;No;Unsatisfied;Satisfied;Satisfied;Satisfied;Social media (e.g. Facebook, Twitter, Instagram);Block Mahji;Block Majhi;Yes;Yes;Yes;No;;Little trust;Quite a bit of trust;Little trust;A lot of trust;More than once a week;Saudi Arabia;Never;;Yes;trying to forget;I ask for help;Yes;Comfortable enough;same-nothing has changed;No;;;Yes;10;Yes;No;;No;;I don't want to answer;A few times a month;Increased;No;;I don't have children - does not apply;No;;Very little;Yes;No;Yes;Yes;Yes;No;;No;very scared;Here, in the camp;USA;Turkey, USA;positive
11669;Male;Very unsatisfied;Satisfied;Yes;Unsatisfied;Very unsatisfied;Satisfied;Yes;Satisfied;Yes;No;No;Unsatisfied;Satisfied;Unsatisfied;Satisfied;Friends and neighbours;Block Mahji;Block Majhi;Yes;Yes;Yes;No;;Little trust;Quite a bit of trust;Little trust;A lot of trust;More than once a week;Malaysia, Saudi Arabia;Never;;Yes;trying to forget;I ask for help;Yes;Comfortable enough;same-nothing has changed;Yes;15;No;Yes;20;Yes;No;;No;;I don't want to answer;A few times a week;Increased;I don't want to answer;;Very afraid;No;;Very little;Yes;No;Yes;Yes;Yes;No;;No;very scared;Here, in the camp;Turkey;USA;positive
11670;Male;Very unsatisfied;Satisfied;Yes;Unsatisfied;Very unsatisfied;Satisfied;Yes;Satisfied;Yes;No;No;Unsatisfied;Very unsatisfied;Very unsatisfied;Satisfied;Friends and neighbours;Block Mahji;Head Majhi;Yes;Yes;Yes;No;;Little trust;Quite a bit of trust;Little trust;A lot of trust;More than once a week;Malaysia;Never;;Yes;trying to forget;I ask for help;Yes;Comfortable enough;same-nothing has changed;Yes;20;No;Yes;10;Yes;No;;No;;I don't want to answer;A few times a week;Increased;I don't want to answer;;Very afraid;No;;Very little;Yes;No;Yes;Yes;Yes;No;;No;scared;Here, in the camp;USA;Turkey, USA;positive
11671;Male;Very unsatisfied;Satisfied;Yes;Unsatisfied;Very unsatisfied;Satisfied;Yes;Satisfied;Yes;No;No;Unsatisfied;Very unsatisfied;Very unsatisfied;Satisfied;Friends and neighbours;Block Mahji;Head Majhi;Yes;Yes;Yes;No;;Little trust;Quite a bit of trust;Little trust;A lot of trust;More than once a week;Malaysia;Never;;Yes;trying to forget;I ask for help;Yes;Comfortable enough;same-nothing has changed;No;;;Yes;20;Yes;No;;No;;I don't want to answer;A few times a month;Increased;I don't want to answer;;Very afraid;No;;Somewhat;Yes;No;Yes;Yes;No;No;;No;very scared;Here, in the camp;USA;USA;positive
11672;Male;Very unsatisfied;Satisfied;Yes;Satisfied;Very unsatisfied;Satisfied;Yes;Satisfied;Yes;No;No;Unsatisfied;Very unsatisfied;Very unsatisfied;Satisfied;Friends and neighbours;Block Mahji;Head Majhi;Yes;Yes;Yes;No;;Little trust;Quite a bit of trust;Little trust;A lot of trust;More than once a week;Saudi Arabia;Never;;Yes;trying to forget;I ask for help;Yes;Comfortable enough;same-nothing has changed;No;;;Yes;5;No;No;;No;;I don't want to answer;A few times a month;Increased;No;;I don't have children - does not apply;No;;Somewhat;Yes;No;Yes;Yes;Yes;No;;No;very scared;Here, in the camp;USA;UK, USA;positive
11673;Male;Very unsatisfied;Unsatisfied;No;Unsatisfied;Unsatisfied;Satisfied;Yes;Satisfied;Yes;No;No;Unsatisfied;Very unsatisfied;Very unsatisfied;Satisfied;Friends and neighbours;Block Mahji;Head Majhi;Yes;Yes;Yes;No;;Little trust;Quite a bit of trust;Little trust;A lot of trust;More than once a week;Saudi Arabia;Never;;Yes;talking;I ask for help;Yes;Comfortable enough;same-nothing has changed;Yes;20;No;Yes;10;Yes;No;;No;;I don't want to answer;A few times a month;Increased;I don't want to answer;;I don't have children - does not apply;No;;Very little;Yes;No;Yes;Yes;No;No;;No;very scared;Myanmar/Motherland;USA;USA;positive
11674;Male;Very unsatisfied;Satisfied;Yes;Unsatisfied;Very unsatisfied;Satisfied;Yes;Satisfied;Yes;No;No;Unsatisfied;Satisfied;Satisfied;Satisfied;Social media (e.g. Facebook, Twitter, Instagram);Block Mahji;Head Majhi;Yes;Yes;Yes;No;;Little trust;Quite a bit of trust;Little trust;A lot of trust;More than once a week;Saudi Arabia;Never;;Yes;trying to forget;I ask for help;Yes;Comfortable enough;same-nothing has changed;Yes;10;No;Yes;15;Yes;No;;No;;I don't want to answer;A few times a month;Increased;I don't want to answer;;I don't have children - does not apply;No;;Very little;Yes;No;Yes;Yes;No;No;;No;very scared;Here, in the camp;Australia;USA;positive
11675;Male;Very unsatisfied;Unsatisfied;Yes;Unsatisfied;Very unsatisfied;Satisfied;Yes;Satisfied;Yes;No;No;Unsatisfied;Satisfied;Satisfied;Satisfied;Social media (e.g. Facebook, Twitter, Instagram);Block Mahji;Head Majhi;Yes;Yes;Yes;No;;Little trust;Quite a bit of trust;Little trust;A lot of trust;More than once a week;Malaysia, Saudi Arabia;Never;;Yes;trying to forget;I ask for help;Yes;Comfortable enough;same-nothing has changed;Yes;30;No;Yes;10;Yes;No;;No;;I don't want to answer;A few times a week;Increased a lot;No;;Very afraid;No;;Somewhat;Yes;No;Yes;Yes;Yes;No;;No;very scared;Myanmar/Motherland;Australia;USA;positive
11676;Male;Very unsatisfied;Satisfied;Yes;Unsatisfied;Very unsatisfied;Satisfied;Yes;Satisfied;Yes;No;No;Unsatisfied;Satisfied;Satisfied;Satisfied;Social media (e.g. Facebook, Twitter, Instagram);Block Mahji;Head Majhi;Yes;Yes;Yes;No;;Little trust;Quite a bit of trust;Little trust;A lot of trust;Once a week;Malaysia;Every few months;Netherlands;Yes;trying to forget;I ask for help;Yes;Comfortable enough;same-nothing has changed;Yes;20;No;Yes;20;Yes;No;;No;;No;A few times a month;Increased;No;;Very afraid;No;;Very little;Yes;No;Yes;Yes;Yes;No;;No;scared;Myanmar/Motherland;USA;USA;positive
11677;Male;Very unsatisfied;Unsatisfied;Yes;Unsatisfied;Very unsatisfied;Satisfied;Yes;Satisfied;Yes;No;No;Unsatisfied;Very unsatisfied;Very unsatisfied;Satisfied;Friends and neighbours;Block Mahji;Block Majhi;Yes;Yes;Yes;No;;Little trust;Quite a bit of trust;Little trust;A lot of trust;Once a week;Malaysia;Never;;Yes;trying to forget;I ask for help;Yes;Comfortable enough;same-nothing has changed;No;;;Yes;5;Yes;No;;No;;No;A few times a month;Increased;No;;Very afraid;No;;Very little;Yes;No;Yes;Yes;No;No;;No;scared;Here, in the camp;USA;Australia;positive
11678;Male;Very unsatisfied;Unsatisfied;Yes;Unsatisfied;Satisfied;Satisfied;Yes;Satisfied;Yes;No;No;Unsatisfied;Unsatisfied;Unsatisfied;Satisfied;Friends and neighbours;Block Mahji;Block Majhi;Yes;Yes;Yes;No;;Little trust;Quite a bit of trust;Little trust;A lot of trust;More than once a week;Australia, USA;Never;;Yes;trying to forget;I ask for help;Yes;Comfortable enough;same-nothing has changed;No;;;Yes;10;Yes;No;;No;;I don't want to answer;A few times a month;Increased a lot;I don't want to answer;;Very afraid;No;;Very little;Yes;No;Yes;Yes;No;No;;No;very scared;Here, in the camp;Australia, USA;USA;positive
11679;Female;Very unsatisfied;Unsatisfied;Yes;Unsatisfied;Very unsatisfied;Satisfied;Yes;Satisfied;Yes;No;No;Unsatisfied;Very unsatisfied;Very unsatisfied;Satisfied;Friends and neighbours;Block Mahji;Block Majhi;Yes;Yes;Yes;No;;Little trust;Quite a bit of trust;Little trust;A lot of trust;More than once a week;Saudi Arabia;Never;;Yes;trying to forget;I ask for help;Yes;Comfortable enough;same-nothing has changed;No;;;No;;;No;;I don't want to answer;;I don't want to answer;A few times a month;Increased;No;;Very afraid;No;;Very little;Yes;No;Yes;Yes;No;No;;No;scared;Here, in the camp;Saudi Arabia;USA;positive
11680;Female;Satisfied;Very unsatisfied;Yes;Unsatisfied;Unsatisfied;Very unsatisfied;Yes;Very unsatisfied;Yes;No;No;Unsatisfied;Satisfied;Unsatisfied;Very satisfied;Family;Block Mahji;Block Majhi;Yes;Yes;Yes;No;;A lot of trust;A lot of trust;A lot of trust;A lot of trust;Never;;Never;;Yes;talking;I ask for help;Yes;Very comfortable;same-nothing has changed;No;;;No;;;I don't want to answer;;I don't want to answer;;I don't want to answer;A few times a month;Decreased;No;;Afraid;Yes;Yes;Not at all;Yes;N/A;No;Yes;No;No;;No;very scared;Can't imagine/I am not sure where I will be;USA;Canada, USA;negative
11681;Male;Very unsatisfied;Satisfied;Yes;Satisfied;Satisfied;Very satisfied;Yes;Satisfied;Yes;No;No;Satisfied;Satisfied;Unsatisfied;Satisfied;Social media (e.g. Facebook, Twitter, Instagram);CIC;Block Majhi;Yes;Yes;Yes;No;;A lot of trust;A lot of trust;A lot of trust;A lot of trust;Never;;Never;;Yes;talking;I ask for help;Yes;Very comfortable;now;No;;;Yes;30;Yes;I don't want to answer;;I don't want to answer;;I don't want to answer;A few times a year;Decreased;No;;Afraid;No;;Not at all;Yes;N/A;No;Yes;No;No;;Yes;very scared;Can't imagine/I am not sure where I will be;Australia;Australia;positive
11682;Female;Satisfied;Satisfied;Yes;Unsatisfied;Unsatisfied;Very unsatisfied;Yes;Very unsatisfied;Yes;No;No;Unsatisfied;Satisfied;Unsatisfied;Satisfied;Family;CIC;Block Majhi;Yes;Yes;Yes;No;;A lot of trust;A lot of trust;Quite a bit of trust;A lot of trust;More than once a week;Malaysia;Never;;Yes;talking;I ask for help;Yes;Very comfortable;same-nothing has changed;No;;;Yes;4;N/A;I don't want to answer;;Yes;Yes;I don't want to answer;A few times a year;Same;No;;Afraid;No;;Very little;Yes;N/A;Yes;Yes;No;No;;No;very scared;Can't imagine/I am not sure where I will be;I don't want to go anywhere else.;I don't know about the majority;very negative
11683;Male;Unsatisfied;Satisfied;Yes;Unsatisfied;Satisfied;Very unsatisfied;Yes;Very unsatisfied;Yes;No;No;Unsatisfied;Satisfied;Very satisfied;Satisfied;Social media (e.g. Facebook, Twitter, Instagram);CIC;Block Majhi;Yes;Yes;Yes;No;;A lot of trust;A lot of trust;Quite a bit of trust;A lot of trust;More than once a week;Malaysia;Never;;Yes;talking;I ask for help;Yes;Very comfortable;same-nothing has changed;No;;;No;;;I don't want to answer;;Yes;No;I don't want to answer;A few times a month;Increased;No;;I don't have children - does not apply;Yes;No;Not at all;Yes;N/A;No;Yes;No;No;;Yes;very scared;Can't imagine/I am not sure where I will be;USA;Canada, USA;very positive
11684;Male;Satisfied;Satisfied;Yes;Satisfied;Satisfied;Very satisfied;Yes;Very unsatisfied;Yes;Yes;Yes;Unsatisfied;Unsatisfied;Unsatisfied;Satisfied;Social media (e.g. Facebook, Twitter, Instagram);Block Mahji;Block Majhi;Yes;Yes;Yes;No;;A lot of trust;A lot of trust;Little trust;A lot of trust;Never;;Never;;Yes;trying to forget;I ask for help;Yes;Uncomfortable;same-nothing has changed;Yes;5;No;Yes;8;Yes;I don't want to answer;;I don't want to answer;;I don't want to answer;A few times a year;Same;No;;Not afraid;No;;Not at all;Yes;N/A;No;Yes;No;No;;Yes;very scared;Can't imagine/I am not sure where I will be;Malaysia;I don't know about the majority;negative
11685;Male;Satisfied;Satisfied;Yes;Unsatisfied;Unsatisfied;Very unsatisfied;Yes;Very unsatisfied;Yes;No;No;Satisfied;Satisfied;Unsatisfied;Very satisfied;Social media (e.g. Facebook, Twitter, Instagram);CIC;Block Majhi;Yes;Yes;Yes;No;;A lot of trust;A lot of trust;Little trust;A lot of trust;Never;;Never;;Yes;talking;I ask for help;Yes;Very uncomfortable;same-nothing has changed;Yes;4;Yes;No;;;I don't want to answer;;I don't want to answer;;I don't want to answer;Never;Same;No;;Afraid;No;;Not at all;Yes;N/A;No;Yes;No;No;;Yes;very scared;Can't imagine/I am not sure where I will be;Canada;Canada, USA;negative
